SeniorCitizen,Partner,Dependents,tenure,PhoneService,PaperlessBilling,MonthlyCharges,TotalCharges,Churn,gender_Male,MultipleLines_True,MultipleLines_No phone service,InternetService_Fiber optic,InternetService_No,OnlineSecurity_True,OnlineSecurity_No internet service,OnlineBackup_True,OnlineBackup_No internet service,DeviceProtection_True,DeviceProtection_No internet service,TechSupport_True,TechSupport_No internet service,StreamingTV_True,StreamingTV_No internet service,StreamingMovies_True,StreamingMovies_No internet service,Contract_One year,Contract_Two year,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check
0,1,1,52,1,1,84.05000305175781,4326.7998046875,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
0,0,1,69,1,1,79.44999694824219,5502.5498046875,0,1,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,1,0,0
1,0,0,20,1,1,94.0999984741211,1782.4000244140625,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0
0,0,1,11,1,1,78.0,851.7999877929688,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0,1,0,2,1,1,94.19999694824219,167.5,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0
0,1,1,6,1,1,80.5,502.8500061035156,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
0,0,0,1,1,0,19.850000381469727,19.850000381469727,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1
1,1,1,20,1,0,94.30000305175781,1818.300048828125,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0
0,0,0,61,1,1,106.44999694824219,6300.14990234375,0,1,1,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0
1,1,0,5,1,1,74.3499984741211,334.79998779296875,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,56,1,1,105.44999694824219,5916.9501953125,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0
0,0,0,30,1,1,95.0,2852.39990234375,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0
0,0,0,40,1,0,104.80000305175781,4131.9501953125,1,1,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0
0,0,0,28,1,0,54.29999923706055,1546.300048828125,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
1,1,0,5,1,0,70.05000305175781,302.6000061035156,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,1,0,27,1,1,75.19999694824219,1929.3499755859375,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,12,1,0,20.049999237060547,265.45001220703125,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0
0,1,1,67,1,1,105.4000015258789,6989.4501953125,0,1,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,1,0
1,1,0,29,1,1,51.599998474121094,1442.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,1,1,55,1,0,85.5,4713.39990234375,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,0,0,23,1,0,75.5999984741211,1758.5999755859375,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,34,1,1,100.05000305175781,3480.0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0
0,0,0,52,1,0,91.25,4738.2998046875,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0
1,1,1,72,1,1,115.75,8399.150390625,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0
0,1,1,58,1,1,94.69999694824219,5430.35009765625,0,1,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0
0,1,1,35,1,0,19.600000381469727,686.9500122070312,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1
1,0,0,56,1,1,99.9000015258789,5706.2998046875,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0
0,1,1,24,1,1,21.100000381469727,490.6499938964844,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0
0,1,1,70,1,0,20.049999237060547,1360.25,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0
0,0,0,2,1,1,79.94999694824219,174.4499969482422,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1,1,1,68,1,1,107.1500015258789,7379.7998046875,0,1,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0
0,0,0,1,1,1,85.0,85.0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
0,0,0,12,1,1,89.55000305175781,1021.75,0,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
0,1,0,63,1,1,81.55000305175781,5029.0498046875,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,33,1,1,58.45000076293945,1955.4000244140625,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1
0,1,0,69,1,1,95.6500015258789,6744.2001953125,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0
0,1,1,60,1,1,80.5999984741211,4946.7001953125,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0
0,1,1,72,1,1,113.0999984741211,8248.5,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0
0,0,0,11,1,1,58.95000076293945,601.5999755859375,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
0,0,0,1,1,0,19.549999237060547,19.549999237060547,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1
0,0,0,10,1,1,86.05000305175781,834.0999755859375,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,0,0,13,0,1,45.54999923706055,597.0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
0,1,1,34,1,1,78.94999694824219,2647.199951171875,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
0,1,1,39,1,1,86.30000305175781,3266.0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0,0,0,65,1,1,105.05000305175781,6744.25,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0
1,1,0,50,1,1,101.9000015258789,5265.5,0,1,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0
0,0,0,15,1,0,19.75,311.6000061035156,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1
0,1,1,72,1,1,110.30000305175781,7966.89990234375,0,1,1,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0
0,1,1,72,1,1,115.5999984741211,8220.400390625,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0
0,1,1,55,1,0,19.350000381469727,1153.25,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0
0,1,1,23,1,1,25.600000381469727,514.75,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0
0,0,0,32,1,1,80.3499984741211,2596.14990234375,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,56,1,1,68.75,3808.0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
0,0,0,1,1,0,19.899999618530273,19.899999618530273,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0
0,0,0,38,1,0,70.5999984741211,2708.199951171875,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1
0,0,0,11,1,0,70.19999694824219,760.0499877929688,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,1,1,1,49.29999923706055,49.29999923706055,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
0,1,0,56,1,1,107.25,6033.2998046875,0,1,1,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,1,0
0,1,0,3,1,1,23.600000381469727,89.05000305175781,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1
0,1,1,7,1,0,69.69999694824219,516.1500244140625,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
0,1,1,59,1,1,99.5,5861.75,0,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,0
0,0,0,7,1,0,64.30000305175781,445.95001220703125,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
0,1,1,71,1,1,70.8499984741211,4973.39990234375,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0
0,1,1,15,1,0,101.9000015258789,1667.25,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0
0,1,0,71,1,0,73.5,5357.75,0,1,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0
0,0,0,35,1,1,100.25,3527.60009765625,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0
0,0,0,11,0,1,40.400001525878906,422.6000061035156,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0
0,1,1,60,1,1,19.25,1103.25,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0
1,0,0,47,1,0,59.599998474121094,2754.0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
0,0,0,11,1,0,64.9000015258789,697.25,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0
0,1,0,56,1,0,100.30000305175781,5614.4501953125,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0
1,1,0,28,1,1,110.8499984741211,3204.39990234375,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0
0,1,0,61,1,1,81.05000305175781,4747.64990234375,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,1
0,1,1,31,1,0,98.05000305175781,3082.10009765625,0,1,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
0,0,0,9,1,1,70.5,597.9000244140625,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,1,0,35,1,1,94.55000305175781,3365.39990234375,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
0,0,0,2,1,1,19.649999618530273,38.79999923706055,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1
0,1,1,12,1,0,19.0,233.5500030517578,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1
0,0,0,1,1,0,75.30000305175781,75.30000305175781,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0,4,1,1,89.19999694824219,346.20001220703125,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
0,1,1,1,1,1,19.0,19.0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1
0,0,0,3,1,1,20.0,61.70000076293945,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1
1,0,0,1,1,1,85.69999694824219,85.69999694824219,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
0,0,0,52,1,1,63.25,3342.449951171875,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0
0,1,1,5,1,0,20.100000381469727,85.0999984741211,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,0,1
0,1,0,72,1,1,99.1500015258789,7422.10009765625,0,1,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0
0,1,1,71,1,0,90.4000015258789,6668.0498046875,0,1,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0
0,1,0,72,1,1,111.9000015258789,8071.0498046875,0,1,1,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,1,1,0,0
0,1,1,46,1,0,24.899999618530273,1174.800048828125,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,1,0
0,1,1,63,1,0,83.5,5435.0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,1,0,0
0,0,0,30,1,1,84.30000305175781,2438.60009765625,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
0,0,0,1,1,0,45.599998474121094,45.599998474121094,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,12,1,1,61.650001525878906,713.75,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
0,0,0,16,0,0,54.849998474121094,916.1500244140625,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,1
0,0,0,4,1,0,65.55000305175781,237.1999969482422,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
0,1,0,51,1,1,90.3499984741211,4614.5498046875,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0
0,1,0,65,1,1,20.399999618530273,1414.449951171875,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0
0,0,0,16,1,1,74.55000305175781,1170.5,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
0,0,0,2,1,0,19.950000762939453,47.70000076293945,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,0,1
0,1,1,66,1,1,74.25,4859.25,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0,0,46,1,0,108.6500015258789,4903.2001953125,0,1,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0
0,0,0,32,1,1,109.55000305175781,3608.0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0
0,1,0,72,1,0,86.6500015258789,6094.25,0,1,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,1,1,0,0
0,1,1,38,1,0,81.0,3084.89990234375,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,1,1,0,0
0,0,1,51,1,0,47.849998474121094,2356.75,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
0,1,1,72,1,0,114.55000305175781,8306.0498046875,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0
1,1,0,65,1,0,105.25,6786.39990234375,1,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
0,1,1,9,0,1,29.950000762939453,248.9499969482422,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,1,1,9,1,0,65.0,663.0499877929688,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1
0,0,1,66,1,0,20.549999237060547,1357.0999755859375,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1
1,0,0,44,1,1,109.80000305175781,4860.35009765625,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0
0,0,0,50,1,0,69.5,3418.199951171875,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0
0,0,0,15,1,0,48.849998474121094,631.4000244140625,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,8,0,1,25.25,186.3000030517578,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,0,0,66,1,1,102.8499984741211,6976.75,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0
0,0,0,57,1,1,87.55000305175781,4884.85009765625,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0,0,7,1,1,78.55000305175781,522.9500122070312,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,10,0,1,34.54999923706055,362.6000061035156,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,0,0,62,1,1,92.05000305175781,5755.7998046875,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0
0,1,1,40,1,1,85.05000305175781,3355.64990234375,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0
0,0,0,20,1,0,19.700000762939453,406.95001220703125,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1
0,0,0,7,1,0,20.0,137.60000610351562,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0
0,1,0,25,1,1,95.1500015258789,2395.699951171875,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0
0,1,0,23,1,0,84.25,1968.0999755859375,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1,1,0,66,1,0,104.5999984741211,6819.4501953125,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0
1,0,0,72,1,0,111.6500015258789,7943.4501953125,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0
1,1,0,49,1,0,90.05000305175781,4547.25,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1,1,1,43,1,1,110.75,4687.89990234375,1,1,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0
0,1,0,46,1,0,55.0,2473.949951171875,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,72,1,0,89.8499984741211,6562.89990234375,0,1,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0
0,0,0,10,1,0,20.350000381469727,176.3000030517578,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,0,1
0,0,0,40,0,1,54.54999923706055,2236.199951171875,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0
0,1,1,65,1,1,105.5,6985.64990234375,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0
0,0,0,31,1,0,99.44999694824219,3109.89990234375,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0
0,1,0,68,1,0,70.9000015258789,4911.35009765625,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0
1,1,1,56,1,1,104.55000305175781,5794.64990234375,1,1,1,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0
0,1,0,10,1,1,85.25,855.2999877929688,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
0,1,1,68,1,0,25.399999618530273,1620.199951171875,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0
0,1,1,43,1,0,56.150001525878906,2499.300048828125,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
0,0,0,1,1,1,89.55000305175781,89.55000305175781,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
1,0,0,49,1,1,89.8499984741211,4287.2001953125,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0
0,1,1,15,1,1,25.25,394.8500061035156,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0
1,1,0,20,1,1,94.55000305175781,1899.6500244140625,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
0,0,0,1,1,1,45.70000076293945,45.70000076293945,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,1,1,50,1,1,69.6500015258789,3442.14990234375,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0
1,0,0,2,1,0,89.5,161.5,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1,0,0,24,1,0,70.0,1732.5999755859375,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,0,0,3,1,1,69.55000305175781,222.3000030517578,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,1,1,1,74.5999984741211,74.5999984741211,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0,1,1,35,1,0,20.100000381469727,655.2999877929688,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1
0,0,0,17,1,0,24.799999237060547,475.25,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1
1,0,0,8,1,0,19.649999618530273,164.3000030517578,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0
0,0,0,10,1,1,95.0999984741211,865.0999755859375,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0
0,1,1,68,1,1,88.8499984741211,6132.7001953125,0,1,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0
0,1,0,45,1,0,78.80000305175781,3597.5,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0
0,1,1,2,1,0,19.850000381469727,35.900001525878906,1,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,0,1
0,1,0,37,1,0,20.350000381469727,697.6500244140625,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0
0,0,0,4,0,1,24.25,96.05000305175781,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,10,1,0,45.25,428.70001220703125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,1,1,0,20.049999237060547,20.049999237060547,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1
0,1,1,65,1,1,69.55000305175781,4459.14990234375,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1
0,1,1,57,1,0,19.5,1167.5999755859375,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0
0,0,0,3,1,1,74.75,238.10000610351562,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,2,1,0,69.6500015258789,145.14999389648438,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,49,0,1,30.200000762939453,1453.0999755859375,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,4,1,0,45.650001525878906,191.0500030517578,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,1,0,70,0,0,57.79999923706055,4039.300048828125,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0
0,1,1,53,1,1,19.850000381469727,1039.449951171875,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,0,0
0,1,1,53,1,0,25.549999237060547,1336.0999755859375,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0
0,0,0,1,1,1,75.05000305175781,75.05000305175781,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,22,1,1,24.850000381469727,493.3999938964844,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0
1,0,0,52,0,1,49.150001525878906,2550.89990234375,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0
1,0,0,65,1,1,110.3499984741211,7246.14990234375,0,1,1,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0
0,0,0,48,1,0,24.549999237060547,1203.949951171875,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,0,0
0,0,0,2,0,1,34.70000076293945,62.25,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
0,0,0,3,1,0,107.94999694824219,313.6000061035156,0,1,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1
0,1,0,45,1,0,81.4000015258789,3775.85009765625,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,1,1,0,80.0,80.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
0,1,1,61,1,1,73.80000305175781,4616.0498046875,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0
0,0,0,3,1,1,64.4000015258789,195.64999389648438,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1,0,0,40,1,1,103.75,4188.39990234375,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0
0,0,0,1,1,0,71.0999984741211,71.0999984741211,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,1,1,1,49.900001525878906,49.900001525878906,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
0,0,0,51,1,1,24.600000381469727,1266.4000244140625,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,0,0
1,0,0,2,1,1,49.25,91.0999984741211,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,52,0,0,30.100000381469727,1623.4000244140625,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
0,0,0,51,1,0,83.4000015258789,4149.4501953125,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,0,0,1,1,1,20.450000762939453,20.450000762939453,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1
